Название,Тип,Родитель ID,Стеллаж,Полка,Номер документа,Дата подписания,Расположение,Категория
АО Мособлгаз. Объект: Реконструкция - газовая респределительная сеть ГРС Весна №02/2 протяженностью 190128 м. Рабочая документация. Наружные газопроводы.,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,РД-2022-9775-12-П/13.ГСН,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочий проект узла учета тепловой энергии. объект нежилое помещение ООО Экострой. адрес: МО, г.о. Котельники, мкр. Белая дача, д.2/5 №3",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии и гвс. адрес: МО, г. Котельники, ул. Кузьминская, д. 19",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,У-634/23,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Администрация городского округа Котельники Москвоской области. Жилой дом. МО, г. Котельники, мкр. Белая Дача, д.15. Проект узла учета потребления количества тепловой энергии",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,У-286/10,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Администрация г.о. Котельники МО. Перевод помещений в квартиры коммунального типа г. Котельники, ул. Новая, д. 14. Рабочая документация. Квартира №3 Электроснабжение. Том 1 Книга 3",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,93 (4097-15/09),,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО Жилпромстрой. Детский сад на 110мест. МО, г. Котельники, мкр. Силикат, вл. 28б. Протокол №01-01/13 испытаний электроустановок зданий",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
Администрация г.о. Котельники МО. Детский сад на 110 мест в г. Котельники. Проектная документация. Электрооборудование и электроосвещение.,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,50-1-03/10/164,,Коробка 'Коробка 3Б2' / Стеллаж Б,
Сети инженерного обеспечения Детского сада на 100 мест мкр. Парковый г.о. Котельники,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочая документация Проект перекладки теплосети для теплоснабжения здания физкультурно-оздоровительного комплекса. Адрес: МО, г. Котельники, мкр. Белая Дача. Теплоснабжение",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,4945-101/10,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО Синди-М. Проект строительства жилых домов 2,3,4,7,8 и детского сада на 100 мест в Северо-Западной части г. Котельники. Электроснабжение проектируемых домов и детский сад. БРТП-2х1000 с пристройкой НО. Электротехническая часть. Стадия РД. Том 1",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,04-11-11-ЭП1,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Акт передачи проектной документации. Проект перекладки теплосети для теплоснабжения от камеры ТК-М до камеры у здания спорткомплекса Дружба. адрес: МО, г. Котельники, мкр. Ковровый комбинат. 25.09.12",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Перечень документов подтвержадющих факт строительства Дошкольное образовательное учреждение на 6 групп - детский сад на 110 мест. расположенного по адресу: МО, г. Котельники, мкр. Силикат, вл. 28.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,26.09.2025,Коробка 'Коробка 3Б2' / Стеллаж Б,
Рабочий проект. УУ расхода холодной воды магистрального водопровода Ду150,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,01/05-14-У,05.02.2014,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочий проект. Узел учета потребления тепловой энергии и водоснабжения МОУ Котельниковская средняя общеобразовательная школа №3. Основное здание. мкр. Белая Дача, д.8 г. Котельники, Люберецкий район МО.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,18/04-07-ОВ-ВК,12.04.2007,Коробка 'Коробка 3Б2' / Стеллаж Б,
Вынос магистрального трубопровода перегретой воды 2*d 250 из пятна застройки. Рабочий проект. Альбом 2.,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,МУЖКП 01-011.Т,2014,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Фемэли автосервис по адресу: МО, г. Котельники, мкр. Силикат. Рабочий проект. Внешнее электроснабжение 10 кВ.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,3063.05.00.000-ЭС,2013,Коробка 'Коробка 3Б2' / Стеллаж Б,
Рабочий проект. УУ расхода холодной воды магистрального водопровода Ду150.,Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,01/05-14-У,05.02.2014,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО Сталькострукция А. МО, Люберецкий район, г. Котельники, Дзержинское шоссе д. 3А. Рабочий проект. Теплогидравлический расчет тепловых сетей",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,95/08-12-ТС,18.09.2012,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО Гардстрой-М. Проект строительства двухэтажного здания ветеринарной лечебницы. Адрес: МО, г. Котельники, Дзержинское шоссе. Стадия проект. Раздел ВК.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,0213-АС,2013,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО ВИП-ПРОЕКТ. Рабочий проект. Проект прокладки т/с 2Ду 80 к храму меченика Виктора по адресу: МО, г. Котельники, мкр. Белая Дача, на территории музея-заповедника. Том №1.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,26-09-ТС,01.04.2010,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочая документация. Проект прокладки теплосети для отопления офисного здания ООО Энергоцентр от ТК-М. Адрес: МО, г. Котельники, мкр. Ковровый, Дзержинское шоссе, д.5. Теплоснабжение.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,2013,Коробка 'Коробка 3Б2' / Стеллаж Б,
